Date,Bay,TrapEffort,Precip,Tmin,Tmax,LunarBright
9/17/05,R,0,NA,NA,NA,0.99
9/18/05,R,0,NA,NA,NA,1
9/19/05,R,0,NA,NA,NA,0.98
9/20/05,R,0,NA,NA,NA,0.94
9/21/05,R,0,NA,NA,NA,0.87
9/22/05,R,0,NA,NA,NA,0.79
9/23/05,R,0,NA,NA,NA,0.7
9/24/05,R,0,NA,NA,NA,0.61
9/25/05,R,0,NA,NA,NA,0.51
9/26/05,R,0,NA,NA,NA,0.41
9/27/05,R,0,NA,NA,NA,0.32
9/28/05,R,0,NA,NA,NA,0.24
9/29/05,R,0,NA,NA,NA,0.16
9/30/05,R,0,NA,NA,NA,0.1
10/1/05,R,0,NA,NA,NA,0.05
10/2/05,R,0,NA,NA,NA,0.01
10/3/05,R,0,NA,NA,NA,0
10/4/05,R,0,NA,NA,NA,0.01
10/5/05,R,0,NA,NA,NA,0.03
10/6/05,R,0,NA,NA,NA,0.08
10/7/05,R,0,NA,NA,NA,0.15
10/8/05,R,0,NA,NA,NA,0.23
10/9/05,R,0,NA,NA,NA,0.33
10/10/05,R,0,NA,NA,NA,0.44
10/11/05,R,0,NA,NA,NA,0.55
10/12/05,R,0,NA,NA,NA,0.66
10/13/05,R,0,NA,NA,NA,0.77
10/14/05,R,0,NA,NA,NA,0.86
10/15/05,R,0,NA,NA,NA,0.93
10/16/05,R,0,NA,NA,NA,0.98
10/17/05,R,0,NA,NA,NA,1
10/18/05,R,0,NA,NA,NA,0.99
10/19/05,R,0,NA,NA,NA,0.96
10/20/05,R,0,NA,NA,NA,0.91
10/21/05,R,0,NA,NA,NA,0.84
10/22/05,R,0,NA,NA,NA,0.76
10/23/05,R,0,NA,NA,NA,0.68
10/24/05,R,0,NA,NA,NA,0.58
10/25/05,R,0,NA,NA,NA,0.49
10/26/05,R,0,NA,NA,NA,0.39
10/27/05,R,0,NA,NA,NA,0.3
10/28/05,R,0,NA,NA,NA,0.22
10/29/05,R,0,NA,NA,NA,0.15
10/30/05,R,0,NA,NA,NA,0.08
10/31/05,R,0,NA,NA,NA,0.04
11/1/05,R,0,NA,NA,NA,0.01
11/2/05,R,0,NA,NA,NA,0
11/3/05,R,0,NA,NA,NA,0.02
11/4/05,R,0,NA,NA,NA,0.05
11/5/05,R,0,NA,NA,NA,0.12
11/6/05,R,0,NA,NA,NA,0.2
11/7/05,R,0,NA,NA,NA,0.29
11/8/05,R,0,NA,NA,NA,0.4
11/9/05,R,0,NA,NA,NA,0.52
11/10/05,R,0,NA,NA,NA,0.63
11/11/05,R,0,NA,NA,NA,0.74
11/12/05,R,0,NA,NA,NA,0.83
11/13/05,R,0,NA,NA,NA,0.91
11/14/05,R,0,NA,NA,NA,0.96
11/15/05,R,0,NA,NA,NA,0.99
11/16/05,R,0,NA,NA,NA,1
11/17/05,R,0,NA,NA,NA,0.98
11/18/05,R,0,NA,NA,NA,0.95
11/19/05,R,0,NA,NA,NA,0.89
11/20/05,R,0,NA,NA,NA,0.83
11/21/05,R,0,NA,NA,NA,0.75
11/22/05,R,0,NA,NA,NA,0.66
11/23/05,R,0,NA,NA,NA,0.57
11/24/05,R,0,NA,NA,NA,0.47
11/25/05,R,0,NA,NA,NA,0.38
11/26/05,R,0,NA,NA,NA,0.29
11/27/05,R,0,NA,NA,NA,0.21
11/28/05,R,0,NA,NA,NA,0.13
11/29/05,R,0,NA,NA,NA,0.07
11/30/05,R,0,NA,NA,NA,0.03
12/1/05,R,0,NA,NA,NA,0
12/2/05,R,0,NA,NA,NA,0.01
12/3/05,R,0,NA,NA,NA,0.03
12/4/05,R,0,NA,NA,NA,0.09
12/5/05,R,0,NA,NA,NA,0.17
12/6/05,R,0,NA,NA,NA,0.26
12/7/05,R,0,NA,NA,NA,0.37
12/8/05,R,0,NA,NA,NA,0.48
12/9/05,R,0,NA,NA,NA,0.59
12/10/05,R,0,NA,NA,NA,0.7
12/11/05,R,0,NA,NA,NA,0.79
12/12/05,R,0,NA,NA,NA,0.87
12/13/05,R,0,NA,NA,NA,0.93
12/14/05,R,0,NA,NA,NA,0.98
12/15/05,R,0,NA,NA,NA,1
12/16/05,R,0,NA,NA,NA,1
12/17/05,R,0,NA,NA,NA,0.97
12/18/05,R,0,NA,NA,NA,0.94
12/19/05,R,0,NA,NA,NA,0.88
12/20/05,R,0,NA,NA,NA,0.82
12/21/05,R,0,NA,NA,NA,0.74
12/22/05,R,0,NA,NA,NA,0.65
12/23/05,R,0,NA,NA,NA,0.56
12/24/05,R,0,NA,NA,NA,0.46
12/25/05,R,0,NA,NA,NA,0.37
12/26/05,R,0,NA,NA,NA,0.27
12/27/05,R,0,NA,NA,NA,0.19
12/28/05,R,0,NA,NA,NA,0.11
12/29/05,R,0,NA,NA,NA,0.05
12/30/05,R,0,NA,NA,NA,0.01
12/31/05,R,0,NA,NA,NA,0
1/1/06,R,0,NA,NA,NA,0.02
1/2/06,R,0,NA,NA,NA,0.06
1/3/06,R,0,NA,NA,NA,0.13
1/4/06,R,0,NA,NA,NA,0.22
1/5/06,R,24,NA,NA,NA,0.33
1/6/06,R,24,NA,NA,NA,0.44
1/7/06,R,24,0.1,-2,21,0.55
1/8/06,R,0,NA,NA,NA,0.65
1/9/06,R,48,0,1,18,0.75
1/10/06,R,0,NA,NA,NA,0.83
1/11/06,R,48,0,6,21.5,0.9
1/12/06,R,24,1.4,10,23.5,0.95
1/13/06,R,0,NA,NA,NA,0.98
1/14/06,R,48,6.2,5,22,1
1/15/06,R,0,NA,NA,NA,0.99
1/16/06,R,48,0,0,14,0.97
1/17/06,R,0,NA,NA,NA,0.93
1/18/06,R,48,14.3,3.5,21.5,0.87
1/19/06,R,24,0,-2,16.5,0.81
1/20/06,R,0,NA,NA,NA,0.73
1/21/06,R,0,NA,NA,NA,0.64
1/22/06,R,72,0.8,0,23,0.54
1/23/06,R,0,NA,NA,NA,0.44
1/24/06,R,48,3.4,6.5,13,0.34
1/25/06,R,0,NA,NA,NA,0.25
1/26/06,R,48,0,-4,19,0.16
1/27/06,R,0,NA,NA,NA,0.08
1/28/06,R,48,0,-2,14,0.03
1/29/06,R,0,NA,NA,NA,0
1/30/06,R,48,11.3,6,19,0.01
1/31/06,R,24,2.4,6,18.5,0.04
2/1/06,R,0,NA,NA,NA,0.1
2/2/06,R,48,0,-1,18.5,0.18
2/3/06,R,24,7.2,11,19.5,0.28
2/4/06,R,0,NA,NA,NA,0.39
2/5/06,R,48,0,1,21,0.49
2/6/06,R,0,NA,NA,NA,0.6
2/7/06,R,48,0.4,-3,12,0.7
2/8/06,R,0,NA,NA,NA,0.78
2/9/06,R,48,0,-3,14,0.86
2/10/06,R,0,NA,NA,NA,0.92
2/11/06,R,0,NA,NA,NA,0.96
2/12/06,R,72,10.4,-3,13.5,0.99
2/13/06,R,0,NA,NA,NA,1
2/14/06,R,48,0,-4,11,0.99
2/15/06,R,0,NA,NA,NA,0.96
2/16/06,R,48,0,-2,19,0.92
2/17/06,R,0,NA,NA,NA,0.86
2/18/06,R,48,0,6,23,0.79
2/19/06,R,0,NA,NA,NA,0.71
2/20/06,R,48,2,2,14,0.61
2/21/06,R,24,3.9,6,15,0.51
2/22/06,R,24,2,5,18,0.41
2/23/06,R,24,4.2,17,18,0.3
2/24/06,R,24,0,5,19,0.2
2/25/06,R,0,NA,NA,NA,0.12
2/26/06,R,172,36.4,5,22,0.05
2/27/06,R,0,NA,NA,NA,0.01
2/28/06,R,296,0,-4,22,0
3/1/06,R,0,NA,NA,NA,0.02
3/2/06,R,296,0,11,21,0.07
3/3/06,R,0,NA,NA,NA,0.14
3/4/06,R,296,0,1,23,0.23
3/5/06,R,0,NA,NA,NA,0.33
3/6/06,R,296,0,0,22,0.44
3/7/06,R,0,NA,NA,NA,0.54
3/8/06,R,296,0,1,21,0.64
3/9/06,R,0,NA,NA,NA,0.73
3/10/06,R,296,7,2.5,23,0.81
3/11/06,R,0,NA,NA,NA,0.88
3/12/06,R,296,1,12,31,0.93
3/13/06,R,0,NA,NA,NA,0.97
3/14/06,R,296,7.2,16,28,0.99
3/15/06,R,0,NA,NA,NA,1
3/16/06,R,296,0,1,23,0.99
3/17/06,R,0,NA,NA,NA,0.96
3/18/06,R,296,0,6,23,0.91
3/19/06,R,0,NA,NA,NA,0.84
3/20/06,R,296,0,6,18.5,0.76
3/21/06,R,148,44.8,6,13,0.67
3/22/06,R,148,0.5,5,16,0.57
3/23/06,R,0,NA,NA,NA,0.46
3/24/06,R,296,0.4,1,17,0.35
3/25/06,R,0,NA,NA,NA,0.24
3/26/06,R,296,0,1,16,0.15
3/27/06,R,0,NA,NA,NA,0.07
3/28/06,R,296,0,1,19,0.02
3/29/06,R,0,NA,NA,NA,0
3/30/06,R,296,0,7,26,0.01
3/31/06,R,0,NA,NA,NA,0.05
4/1/06,R,296,4.1,11,27,0.11
4/2/06,R,0,NA,NA,NA,0.18
4/3/06,R,296,0,11,31,0.28
4/4/06,R,0,NA,NA,NA,0.37
4/5/06,R,296,0,5,28,0.47
4/6/06,R,0,NA,NA,NA,0.57
4/7/06,R,296,0,6,29,0.66
4/8/06,R,0,NA,NA,NA,0.75
4/9/06,R,296,17,10.5,27.5,0.83
4/10/06,R,0,NA,NA,NA,0.89
4/11/06,R,296,0,2,28,0.94
4/12/06,R,0,NA,NA,NA,0.98
4/13/06,R,296,0,11,27,1
4/14/06,R,0,NA,NA,NA,1
4/15/06,R,296,0,12,31.5,0.98
4/16/06,R,0,NA,NA,NA,0.94
4/17/06,R,296,0,16,32,0.88
4/18/06,R,0,NA,NA,NA,0.8
4/19/06,R,296,18,11,28,0.71
4/20/06,R,0,NA,NA,NA,0.61
4/21/06,R,296,0.8,16,29,0.49
4/22/06,R,0,NA,NA,NA,0.38
4/23/06,R,296,2.8,15,28,0.27
4/24/06,R,0,NA,NA,NA,0.17
4/25/06,R,296,0,16,31,0.09
4/26/06,R,0,NA,NA,NA,0.04
4/27/06,R,296,20,15,31,0.01
4/28/06,R,0,NA,NA,NA,0
4/29/06,R,296,0,11,25,0.03
4/30/06,R,0,NA,NA,NA,0.07
5/1/06,R,296,0,7,23,0.14
5/2/06,R,0,NA,NA,NA,0.22
5/3/06,R,296,0,6,28,0.31
5/4/06,R,0,NA,NA,NA,0.4
5/5/06,R,296,0,11,31,0.5
5/6/06,R,148,6,16,28,0.6
5/7/06,R,148,4.2,16,27,0.69
5/8/06,R,0,NA,NA,NA,0.77
5/9/06,R,296,1.4,13,22,0.84
5/10/06,R,0,NA,NA,NA,0.91
5/11/06,R,296,0.1,12,26,0.96
5/12/06,R,0,NA,NA,NA,0.99
5/13/06,R,296,0,7,27,1
5/14/06,R,0,NA,NA,NA,0.99
5/15/06,R,296,9,13,25,0.96
5/16/06,R,0,NA,NA,NA,0.9
5/17/06,R,296,0,7,25,0.83
5/18/06,R,0,NA,NA,NA,0.74
5/19/06,R,296,6,11,28,0.63
5/20/06,R,0,NA,NA,NA,0.52
5/21/06,R,296,0,12,29,0.41
5/22/06,R,0,NA,NA,NA,0.3
5/23/06,R,296,0,16,33,0.2
5/24/06,R,0,NA,NA,NA,0.11
5/25/06,R,296,0,15,32,0.05
5/26/06,R,0,NA,NA,NA,0.01
5/27/06,R,296,0,17,29,0
5/28/06,R,0,NA,NA,NA,0.01
5/29/06,R,296,0,16,35,0.05
5/30/06,R,0,NA,NA,NA,0.1
5/31/06,R,296,2.8,16,33,0.17
6/1/06,R,0,NA,NA,NA,0.25
6/2/06,R,296,0,17,33,0.34
6/3/06,R,0,NA,NA,NA,0.43
6/4/06,R,296,25.7,15,32,0.52
6/5/06,R,0,NA,NA,NA,0.62
6/6/06,R,0,NA,NA,NA,0.71
6/7/06,R,444,0,11,29,0.79
6/8/06,R,148,0,15,31,0.87
6/9/06,R,0,NA,NA,NA,0.93
6/10/06,R,296,0,15,35,0.97
6/11/06,R,0,NA,NA,NA,0.99
6/12/06,R,296,0,20,36,1
6/13/06,R,148,3.4,19,32,0.97
6/14/06,R,148,100,19,22,0.92
6/15/06,R,0,NA,NA,NA,0.85
6/16/06,R,296,0,15,30,0.76
6/17/06,R,0,NA,NA,NA,0.66
6/18/06,R,296,0,15,31.5,0.54
6/19/06,R,0,NA,NA,NA,0.43
6/20/06,R,296,0,15,32,0.32
6/21/06,R,0,NA,NA,NA,0.22
6/22/06,R,296,0,15,36,0.14
6/23/06,R,148,0,20,36,0.07
6/24/06,R,148,0,19,32,0.03
6/25/06,R,0,NA,NA,NA,0
6/26/06,R,296,22,20,31,0.01
6/27/06,R,148,21,19,30,0.03
6/28/06,R,148,0,20,30,0.07
6/29/06,R,148,4.9,17,32,0.12
6/30/06,R,0,NA,NA,NA,0.19
7/1/06,R,296,0,16,34,0.27
7/2/06,R,0,NA,NA,NA,0.36
7/3/06,R,296,0,19,34,0.46
7/4/06,R,0,NA,NA,NA,0.55
7/5/06,R,296,0,20,32,0.65
7/6/06,R,0,NA,NA,NA,0.74
7/7/06,R,296,3.7,20,32,0.82
7/8/06,R,0,NA,NA,NA,0.89
7/9/06,R,296,0,13,28,0.95
7/10/06,R,0,NA,NA,NA,0.99
7/11/06,R,296,0,16,32,1
7/12/06,R,0,NA,NA,NA,0.98
7/13/06,R,296,0,20,34,0.94
7/14/06,R,0,NA,NA,NA,0.87
7/15/06,R,296,0,21,35,0.78
7/16/06,R,0,NA,NA,NA,0.68
7/17/06,R,296,22.5,21,36,0.57
7/18/06,R,0,NA,NA,NA,0.46
7/19/06,R,296,0,20,37,0.35
7/20/06,R,0,NA,NA,NA,0.25
7/21/06,R,296,0.2,20,35,0.16
7/22/06,R,0,NA,NA,NA,0.09
7/23/06,R,296,56.6,20,36,0.04
